Date,Region,Crop,Price per kg,Rainfall (mm),Temperature (°C),Fertilizer Cost (PHP/kg),Fuel Price (PHP/liter),Pest Outbreak,Market Demand (1-10)
2024-04-14,Cagayan Valley,Garlic,49.36,51.8,27.6,51.89,43.16,No,3
2024-07-18,SOCCSKSARGEN,Sugarcane,94.2,178.0,27.9,38.02,70.94,Yes,9
2025-01-10,Cagayan Valley,Coconut,70.05,274.6,27.6,49.07,40.35,Yes,6
2025-01-26,Bicol Region,Garlic,88.44,241.9,30.9,36.56,41.2,Yes,2
2024-12-07,CALABARZON,Onion,59.74,216.1,31.1,58.95,63.61,No,5
2024-06-24,Northern Mindanao,Tomato,63.31,186.9,28.0,41.65,49.04,No,8
2024-05-14,Eastern Visayas,Tobacco,72.22,267.0,34.3,59.1,58.73,Yes,7
2024-07-11,Western Visayas,Onion,92.22,172.5,33.2,59.73,48.27,No,9
2024-10-16,Davao Region,Coffee,72.9,106.5,34.3,54.57,57.28,Yes,1
2023-10-27,Zamboanga Peninsula,Rice,41.38,294.2,27.5,34.94,62.46,Yes,4
2024-07-26,Davao Region,Tomato,45.36,193.7,31.1,39.28,69.45,No,10
2025-01-20,Northern Mindanao,Sugarcane,34.21,271.5,33.9,34.78,59.17,No,8
2024-01-31,Western Visayas,Onion,96.53,203.7,32.1,50.6,74.87,No,9
2024-12-28,Northern Mindanao,Corn,51.4,247.4,32.7,42.69,71.88,No,10
2023-10-14,Bicol Region,Corn,91.27,129.0,33.0,37.18,48.94,No,10
2024-06-19,Cagayan Valley,Onion,36.57,270.5,33.2,51.0,55.23,No,9
2023-05-19,Ilocos Region,Pineapple,68.51,298.8,29.2,56.31,61.64,No,1
2025-02-03,Northern Mindanao,Corn,43.62,66.4,35.7,32.3,48.28,Yes,7
2025-01-26,Cagayan Valley,Pineapple,36.59,141.7,27.9,55.19,54.07,No,4
2024-03-13,Ilocos Region,Tomato,31.42,227.6,28.3,47.75,47.72,No,7
2025-03-02,Northern Mindanao,Onion,96.63,285.4,34.2,40.4,72.86,No,9
2023-06-18,Western Visayas,Pineapple,31.02,51.7,26.9,57.62,55.31,Yes,5
2025-04-24,Cagayan Valley,Pineapple,91.42,231.4,35.8,42.75,47.12,No,3
2023-07-23,Western Visayas,Banana,95.27,80.1,35.3,42.67,58.43,Yes,4
2024-08-25,CALABARZON,Tomato,86.8,146.8,26.8,55.74,40.12,No,6
2024-03-01,Northern Mindanao,Garlic,79.97,281.8,30.3,37.43,63.78,Yes,5
2025-02-01,Cagayan Valley,Corn,47.85,210.7,30.6,53.48,58.11,Yes,8
2024-10-22,Central Luzon,Banana,98.0,138.8,31.4,34.05,56.01,No,10
2023-06-20,Western Visayas,Rice,98.02,116.8,29.0,39.96,64.91,Yes,8
2025-04-16,Bicol Region,Sugarcane,88.94,271.1,30.7,32.13,65.26,Yes,8
2023-10-21,Central Visayas,Mango,78.77,109.1,32.8,57.46,65.28,No,3
2023-12-21,Davao Region,Onion,66.09,159.9,29.9,31.93,54.68,Yes,7
2023-12-27,Northern Mindanao,Tobacco,93.24,96.2,30.3,47.48,71.94,Yes,10
2023-12-17,Western Visayas,Coffee,77.67,51.3,26.4,39.11,47.28,No,9
2025-04-22,Zamboanga Peninsula,Mango,47.02,277.9,28.7,37.04,70.1,No,7
2023-07-26,Central Luzon,Rice,71.81,244.6,36.0,37.43,68.35,No,6
2023-08-17,Davao Region,Garlic,81.0,152.5,26.4,31.83,68.75,No,6
2024-11-25,SOCCSKSARGEN,Tobacco,80.25,96.5,33.8,43.81,61.11,No,4
2023-07-27,Davao Region,Coconut,54.92,55.8,30.8,58.11,71.32,No,1
2023-05-30,Northern Mindanao,Pineapple,50.73,153.5,33.6,38.57,54.9,No,2
2025-04-03,Zamboanga Peninsula,Coffee,71.43,235.2,34.9,44.53,69.25,No,7
2025-01-07,Northern Mindanao,Mango,55.75,170.2,32.1,53.08,49.42,Yes,9
2023-09-04,Eastern Visayas,Pineapple,44.38,51.2,31.6,40.5,51.91,Yes,2
2023-09-07,Western Visayas,Coffee,94.33,82.4,30.7,41.38,67.79,Yes,3
2024-08-29,Central Visayas,Garlic,80.85,272.0,33.5,45.94,40.82,No,2
2023-06-14,Zamboanga Peninsula,Pineapple,61.82,294.7,29.8,50.08,62.67,No,1
2023-08-12,Bicol Region,Tobacco,61.12,243.3,27.5,31.81,72.51,Yes,4
2023-10-06,Central Luzon,Sugarcane,35.41,99.3,32.7,35.8,49.02,No,5
2024-05-06,Zamboanga Peninsula,Garlic,57.86,233.5,32.3,50.76,41.66,No,8
2023-12-28,Zamboanga Peninsula,Coconut,80.85,158.2,26.9,46.63,69.71,Yes,5
2023-09-09,Davao Region,Sugarcane,61.05,190.4,27.1,52.05,60.66,No,2
2024-09-21,Davao Region,Rice,42.43,279.7,29.3,53.82,56.51,No,9
2024-01-04,Central Visayas,Coconut,75.87,82.4,34.9,41.58,50.2,No,4
2024-01-24,Davao Region,Corn,99.88,74.5,32.8,40.4,57.08,No,5
2024-07-23,Ilocos Region,Banana,56.74,299.4,26.9,44.4,48.62,Yes,6
2024-11-25,Eastern Visayas,Coffee,42.84,297.0,29.9,50.67,63.03,Yes,8
2023-12-31,Western Visayas,Garlic,98.04,285.2,29.8,59.1,53.99,No,10
2025-04-13,Cagayan Valley,Tobacco,79.17,260.4,26.4,47.03,51.82,No,9
2024-07-03,Zamboanga Peninsula,Banana,76.27,166.1,33.4,31.91,53.23,Yes,7
2024-02-28,Western Visayas,Coconut,57.07,169.2,27.3,43.47,73.1,Yes,1
2025-02-18,Zamboanga Peninsula,Corn,86.98,175.9,26.9,44.69,67.02,No,2
2023-11-03,Eastern Visayas,Rice,94.79,260.1,34.7,48.44,73.38,Yes,2
2024-10-11,Zamboanga Peninsula,Tobacco,55.19,235.2,27.5,49.48,60.19,No,10
2024-10-04,Davao Region,Sugarcane,52.65,298.1,26.5,30.01,62.3,Yes,1
2023-06-12,Central Visayas,Corn,58.37,104.6,28.3,55.66,48.67,No,1
2023-12-18,Davao Region,Coconut,49.78,88.4,30.8,37.15,52.79,Yes,10
2024-08-31,Northern Mindanao,Coconut,48.22,75.0,31.2,37.31,63.24,Yes,7
2024-10-23,Central Visayas,Tomato,93.7,162.2,28.6,31.74,52.91,No,1
2025-04-01,Eastern Visayas,Banana,76.08,249.0,34.9,32.65,74.73,Yes,7
2024-06-25,Eastern Visayas,Coconut,94.16,183.7,28.8,56.9,48.69,No,10
2024-05-25,Davao Region,Sugarcane,81.08,276.3,28.7,49.06,64.75,No,8
2024-01-01,Ilocos Region,Mango,31.39,138.5,35.4,40.61,43.16,No,6
2024-12-14,Zamboanga Peninsula,Mango,51.68,255.9,26.6,35.88,48.49,No,9
2024-01-28,Zamboanga Peninsula,Coconut,87.09,187.3,30.7,33.29,47.71,No,2
2024-07-16,Eastern Visayas,Mango,87.77,146.5,27.2,39.64,62.93,Yes,3
2025-01-27,Bicol Region,Coconut,39.38,193.7,33.8,34.21,59.23,Yes,3
2024-12-18,Central Luzon,Tobacco,36.88,133.3,35.5,47.94,58.7,No,7
2023-09-18,Northern Mindanao,Rice,49.65,156.8,31.5,50.04,54.6,Yes,6
2023-07-08,Bicol Region,Tomato,84.24,101.6,30.5,35.77,73.45,Yes,8
2024-10-09,Davao Region,Corn,63.51,182.1,35.0,32.63,73.88,Yes,8
2024-06-05,Davao Region,Tobacco,90.28,177.7,29.3,57.46,45.59,No,1
2023-09-28,Central Luzon,Corn,94.87,221.8,29.0,53.1,73.62,No,5
2024-07-07,Zamboanga Peninsula,Corn,69.21,144.9,28.2,41.57,41.38,No,2
2023-11-24,CALABARZON,Coconut,59.27,223.2,27.9,39.93,53.95,No,4
2024-04-29,Cagayan Valley,Mango,95.87,277.1,27.2,45.14,50.69,Yes,5
2024-06-05,Bicol Region,Tomato,96.84,167.0,30.4,41.79,57.39,No,7
2024-06-24,CALABARZON,Onion,70.91,174.6,26.9,50.32,61.13,No,6
2024-02-17,Bicol Region,Corn,87.65,286.6,30.1,39.59,60.87,Yes,9
2023-10-03,Cagayan Valley,Banana,47.51,287.1,32.3,40.96,60.84,No,8
2024-03-25,Ilocos Region,Tomato,60.76,169.6,31.4,43.26,40.78,Yes,4
2024-11-02,Ilocos Region,Corn,67.59,273.0,28.4,45.92,45.7,Yes,7
2023-10-10,Eastern Visayas,Corn,31.48,169.8,36.0,31.91,53.29,No,5
2023-12-17,Eastern Visayas,Mango,97.32,83.5,26.7,31.92,63.34,No,5
2024-11-08,Western Visayas,Sugarcane,54.27,140.0,31.0,34.21,51.25,No,6
2024-01-12,Northern Mindanao,Onion,60.52,291.2,29.3,32.13,43.1,No,10
2024-10-24,CALABARZON,Mango,95.3,201.1,28.3,37.81,67.08,Yes,6
2024-08-08,CALABARZON,Rice,51.17,275.9,31.9,59.28,70.88,Yes,10
2023-08-10,Zamboanga Peninsula,Rice,34.48,127.4,26.0,33.04,49.15,No,5
2024-05-06,Bicol Region,Sugarcane,96.48,235.7,31.0,31.11,58.57,Yes,6
2024-08-03,Cagayan Valley,Sugarcane,53.56,140.9,33.4,42.43,44.23,No,5
2023-09-24,Davao Region,Tobacco,65.98,184.8,31.6,43.48,40.94,Yes,9
2024-05-07,Northern Mindanao,Rice,36.43,90.7,27.2,54.91,65.64,Yes,4
2024-08-29,Eastern Visayas,Coffee,90.84,245.9,26.8,55.7,68.54,No,4
2023-08-18,Northern Mindanao,Banana,80.61,124.9,31.7,42.16,47.51,No,2
2023-08-04,Western Visayas,Banana,68.17,84.0,34.9,41.99,40.59,Yes,6
2023-09-29,Zamboanga Peninsula,Rice,47.34,119.1,34.4,35.59,43.12,No,1
2023-10-29,Central Visayas,Pineapple,53.23,293.6,34.0,44.47,56.04,Yes,10
2024-02-20,Cagayan Valley,Mango,55.46,255.0,33.2,54.44,72.59,No,6
2024-08-23,Bicol Region,Corn,33.6,255.3,29.9,52.91,61.82,Yes,4
2025-01-18,CALABARZON,Pineapple,50.22,74.5,33.2,35.76,47.06,Yes,6
2024-03-11,CALABARZON,Pineapple,53.91,221.3,34.3,59.72,48.47,No,7
2025-01-27,CALABARZON,Coconut,93.3,199.3,32.6,44.96,48.11,Yes,5
2023-09-23,Central Visayas,Onion,61.69,99.6,34.5,46.19,41.95,No,8
2024-09-20,Bicol Region,Coconut,48.63,219.3,33.9,37.33,73.03,Yes,9
2025-02-14,Northern Mindanao,Coffee,75.56,236.1,35.0,47.28,42.87,No,7
2024-05-20,Zamboanga Peninsula,Coconut,44.49,53.8,31.5,58.28,65.79,Yes,7
2024-05-25,Western Visayas,Tobacco,39.48,294.6,27.7,53.09,46.55,Yes,2
2023-10-25,Cagayan Valley,Tobacco,42.05,208.3,28.5,43.63,61.77,No,10
2024-08-16,SOCCSKSARGEN,Coffee,43.74,289.4,33.5,34.54,40.16,No,6
2024-05-09,Northern Mindanao,Sugarcane,37.52,90.0,34.8,45.78,62.31,No,7
2024-04-07,Cagayan Valley,Banana,78.15,284.8,34.8,38.3,63.31,Yes,1
2024-04-26,SOCCSKSARGEN,Tomato,49.09,105.3,28.4,46.61,61.36,Yes,1
2025-02-15,Cagayan Valley,Tobacco,50.55,50.6,29.7,39.36,55.18,No,6
2024-11-21,Bicol Region,Tobacco,31.1,81.0,28.7,37.7,66.39,Yes,5
2023-12-30,Western Visayas,Sugarcane,71.09,194.3,30.7,32.49,62.58,No,7
2023-12-26,Cagayan Valley,Onion,33.99,194.0,35.2,45.75,61.45,No,2
2024-07-31,Central Luzon,Mango,56.68,115.2,35.2,36.19,67.3,No,6
2023-11-02,Central Visayas,Coconut,81.96,279.1,29.5,49.04,73.13,Yes,5
2024-10-28,Central Luzon,Mango,61.12,160.8,34.1,48.26,69.08,Yes,6
2024-04-09,Western Visayas,Sugarcane,93.38,84.7,29.1,47.62,58.15,No,8
2024-07-25,Bicol Region,Coffee,85.73,113.2,35.8,34.45,58.81,No,2
2024-01-25,Western Visayas,Banana,97.83,151.6,33.0,34.12,54.8,Yes,2
2025-01-15,Central Visayas,Corn,74.7,216.6,31.0,56.34,53.09,No,4
2024-06-03,Bicol Region,Mango,88.95,256.6,27.4,55.65,65.18,No,10
2024-04-04,Davao Region,Corn,35.86,184.0,32.2,54.93,71.11,Yes,10
2023-05-16,Central Luzon,Onion,86.0,59.2,34.9,30.69,58.59,No,10
2024-02-26,Zamboanga Peninsula,Tobacco,84.26,88.6,33.7,42.39,55.52,Yes,7
2024-11-10,Ilocos Region,Sugarcane,61.92,277.4,34.1,41.14,51.38,Yes,10
2023-07-26,Eastern Visayas,Coffee,70.66,164.3,28.9,55.0,56.84,No,1
2023-09-16,SOCCSKSARGEN,Tobacco,97.26,69.8,30.5,59.61,70.39,No,6
2023-08-27,Cagayan Valley,Rice,58.57,191.3,28.3,41.38,47.23,Yes,5
2023-12-01,Central Visayas,Tobacco,71.38,209.0,35.6,52.23,52.68,Yes,7
2023-08-16,Bicol Region,Garlic,90.68,89.5,33.2,31.95,54.8,Yes,8
2024-08-29,Cagayan Valley,Banana,44.62,276.5,26.4,42.67,58.42,No,2
2024-12-26,Eastern Visayas,Tobacco,77.43,252.4,29.4,30.73,45.78,Yes,6
2023-12-13,Western Visayas,Tomato,46.55,196.6,29.2,54.1,55.41,No,2
2025-03-08,CALABARZON,Coconut,79.51,82.3,34.7,39.47,45.81,Yes,4
2024-12-17,Eastern Visayas,Banana,42.26,169.4,31.5,53.15,57.16,No,10
2023-09-05,Eastern Visayas,Sugarcane,63.5,178.6,26.3,32.01,58.63,Yes,10
2024-02-10,Bicol Region,Tobacco,34.27,290.8,30.5,46.81,61.99,No,8
2025-01-06,CALABARZON,Pineapple,98.92,256.6,32.1,39.49,69.54,Yes,7
2023-12-25,Bicol Region,Garlic,85.71,167.1,31.6,35.91,62.13,No,8
2025-04-16,SOCCSKSARGEN,Tomato,40.54,196.8,30.2,48.14,51.94,Yes,1
2024-08-27,Cagayan Valley,Onion,99.36,238.4,33.9,49.18,68.51,No,1
2024-03-26,Davao Region,Rice,31.05,254.4,34.0,44.23,50.46,No,4
2024-11-12,Zamboanga Peninsula,Tomato,96.94,102.3,31.7,58.13,64.36,Yes,2
2024-01-10,Bicol Region,Mango,51.84,103.0,27.5,30.94,68.77,Yes,6
2024-11-03,Eastern Visayas,Garlic,50.97,101.8,30.6,32.23,74.16,Yes,4
2024-08-30,Western Visayas,Rice,46.86,291.5,27.7,48.49,66.32,Yes,3
2024-08-02,SOCCSKSARGEN,Tomato,50.08,75.1,26.3,56.9,55.74,Yes,6
2024-05-11,Cagayan Valley,Tomato,52.31,259.0,27.6,39.82,48.32,Yes,4
2023-10-23,Ilocos Region,Garlic,74.66,239.2,32.4,30.1,51.66,No,1
2025-03-11,Central Visayas,Corn,60.0,227.3,27.5,34.69,65.53,Yes,6
2024-02-03,Western Visayas,Tomato,50.74,52.8,28.5,46.49,43.08,Yes,10
2024-10-30,Central Visayas,Coffee,96.78,58.5,31.4,31.16,44.98,No,1
2024-03-30,Central Visayas,Tobacco,68.3,151.9,27.6,41.49,59.75,No,8
2023-10-08,Northern Mindanao,Garlic,37.56,148.4,29.4,54.1,60.04,No,8
2023-07-05,Central Luzon,Coconut,99.28,147.6,30.7,49.3,62.79,Yes,5
2025-01-07,Western Visayas,Coffee,85.34,243.8,33.4,48.3,52.08,No,2
2024-11-04,Northern Mindanao,Sugarcane,57.82,68.6,34.0,55.84,68.32,No,9
2025-04-09,Western Visayas,Coconut,64.27,210.7,28.5,56.34,70.95,Yes,8
2024-07-27,Davao Region,Corn,78.21,167.8,34.0,59.46,72.45,No,8
2024-04-25,Ilocos Region,Banana,74.6,169.2,31.8,44.91,65.2,Yes,1
2024-02-11,Ilocos Region,Coffee,71.37,101.8,26.6,57.76,66.21,No,3
2024-10-24,Zamboanga Peninsula,Mango,49.47,57.7,29.6,50.36,64.96,No,3
2024-02-26,Davao Region,Tobacco,41.02,54.2,35.0,44.8,64.23,Yes,7
2025-03-23,Cagayan Valley,Pineapple,71.52,158.7,31.7,46.62,56.93,Yes,7
2023-08-04,Bicol Region,Coffee,88.04,278.6,30.7,44.37,69.08,No,7
2023-12-19,Davao Region,Coffee,97.9,81.7,30.4,57.72,45.19,No,10
2024-12-17,Northern Mindanao,Sugarcane,94.27,228.6,33.1,34.46,43.84,No,2
2023-06-05,Ilocos Region,Banana,72.42,91.9,26.5,43.56,59.7,No,4
2023-07-11,Ilocos Region,Garlic,84.21,59.8,26.6,53.28,64.46,No,3
2023-06-08,Davao Region,Garlic,76.81,173.7,26.5,49.7,66.44,No,2
2025-03-21,CALABARZON,Coffee,46.9,185.0,34.2,39.99,65.94,No,4
2023-06-26,Central Luzon,Tobacco,52.44,166.6,30.3,37.21,51.61,Yes,1
2023-10-18,Central Luzon,Coffee,32.64,58.2,27.6,37.93,72.08,No,9
2024-05-27,Bicol Region,Garlic,57.04,206.3,36.0,58.41,43.8,No,3
2024-06-07,Central Visayas,Coffee,63.74,56.5,29.3,45.39,52.01,Yes,10
2024-08-26,Cagayan Valley,Onion,56.03,70.8,30.1,32.78,64.25,Yes,1
2025-03-22,Davao Region,Tobacco,76.39,199.6,35.3,51.99,42.64,No,9
2024-01-20,Northern Mindanao,Pineapple,45.46,154.0,31.1,55.13,67.38,Yes,2
2024-04-04,Eastern Visayas,Sugarcane,79.69,138.7,34.4,50.19,62.22,No,3
2024-06-09,Zamboanga Peninsula,Tomato,90.05,105.5,30.5,47.5,66.95,No,4
2023-11-10,Western Visayas,Banana,77.48,109.1,26.2,38.76,44.89,No,10
2024-09-21,Ilocos Region,Tobacco,76.66,182.3,28.6,39.65,63.87,Yes,7
2025-05-01,Northern Mindanao,Sugarcane,69.46,59.0,31.2,36.78,48.82,No,9
2023-12-20,Cagayan Valley,Rice,30.0,167.3,27.0,33.02,69.02,Yes,10
2024-10-19,Ilocos Region,Banana,68.11,76.1,26.9,36.27,57.13,No,1
2024-10-11,Cagayan Valley,Pineapple,54.91,97.7,26.0,34.29,68.02,No,1
2024-01-25,Ilocos Region,Pineapple,37.87,148.7,35.0,53.46,64.99,Yes,7
2023-08-28,Ilocos Region,Mango,38.89,256.4,29.7,52.83,41.22,No,5
2024-12-20,Zamboanga Peninsula,Coffee,67.34,83.2,33.8,40.36,60.38,Yes,6
2024-05-08,Central Luzon,Tobacco,82.47,180.6,29.8,39.8,69.88,Yes,5
2024-11-30,Davao Region,Onion,91.93,204.9,31.1,41.59,47.37,No,8
2025-02-05,Davao Region,Onion,44.64,121.0,29.3,37.4,62.36,Yes,6
2025-04-16,Eastern Visayas,Tomato,47.1,254.9,27.3,49.78,67.08,No,4
2024-07-01,Bicol Region,Tobacco,84.9,131.2,27.6,34.82,57.15,Yes,8
2023-11-18,SOCCSKSARGEN,Pineapple,83.49,270.2,32.6,57.63,53.63,No,6
2024-09-01,Northern Mindanao,Garlic,41.65,251.4,32.2,58.2,73.6,Yes,9
2024-11-17,Bicol Region,Onion,79.0,256.8,35.0,33.59,57.12,No,2
2024-07-12,Davao Region,Banana,92.7,163.3,26.3,48.24,50.19,Yes,3
2023-05-27,Northern Mindanao,Rice,31.86,229.5,31.6,31.21,74.14,Yes,10
2024-10-25,Western Visayas,Rice,84.58,159.5,28.0,33.48,64.07,No,5
2023-12-19,CALABARZON,Onion,88.89,102.9,34.3,44.37,62.43,No,6
2025-05-01,CALABARZON,Coffee,83.82,264.2,34.4,44.55,67.98,No,3
2023-12-26,Western Visayas,Onion,80.52,123.7,34.1,32.73,70.84,No,9
2023-06-16,Central Luzon,Rice,85.66,78.2,31.7,52.37,63.55,No,5
2023-11-27,Cagayan Valley,Banana,67.31,262.0,30.9,45.78,68.28,No,2
2023-12-12,Cagayan Valley,Coconut,37.41,126.2,34.4,55.98,59.06,Yes,9
2025-05-08,SOCCSKSARGEN,Coconut,51.43,61.0,32.1,37.89,54.29,No,5
2023-12-18,Western Visayas,Sugarcane,39.42,139.7,27.6,57.91,56.44,No,4
2024-12-09,Central Visayas,Rice,31.4,158.2,32.8,42.76,54.31,No,3
2024-02-28,SOCCSKSARGEN,Coconut,42.76,265.6,34.6,30.29,72.25,Yes,6
2024-06-20,Northern Mindanao,Coffee,83.47,55.5,34.4,39.45,44.1,No,2
2024-12-18,Ilocos Region,Garlic,50.34,60.8,32.5,50.69,51.65,No,7
2024-09-06,Cagayan Valley,Corn,49.66,236.3,35.5,57.83,54.96,Yes,8
2025-04-15,Central Visayas,Mango,89.7,291.1,26.6,41.93,52.35,No,7
2024-05-27,Cagayan Valley,Onion,84.87,94.8,26.0,34.21,53.75,Yes,2
2024-03-20,Zamboanga Peninsula,Rice,76.06,298.4,33.5,37.63,56.54,Yes,7
2025-04-09,Central Luzon,Coffee,71.06,295.6,26.9,42.26,48.89,Yes,2
2024-09-04,CALABARZON,Rice,80.1,233.6,35.0,42.0,65.45,Yes,2
2025-01-17,CALABARZON,Sugarcane,74.47,261.5,32.5,43.76,44.61,No,2
2024-03-13,Ilocos Region,Coffee,53.39,247.3,32.8,48.34,71.75,No,9
2025-02-21,Northern Mindanao,Mango,34.48,269.7,31.1,39.28,68.76,No,3
2023-07-03,Cagayan Valley,Rice,34.64,126.5,34.9,34.26,69.16,No,1
2025-02-11,Central Visayas,Mango,30.59,138.0,27.4,58.7,61.21,Yes,6
2023-11-06,Western Visayas,Onion,34.7,221.8,30.1,46.46,73.36,Yes,7
2023-12-18,CALABARZON,Corn,52.52,114.2,33.3,57.56,57.77,No,4
2024-04-09,Cagayan Valley,Tomato,84.09,283.4,26.9,35.52,48.18,Yes,8
2024-11-03,Central Luzon,Coffee,44.24,213.5,31.9,51.84,48.56,No,8
2024-06-13,Zamboanga Peninsula,Pineapple,96.49,56.3,34.4,43.58,56.21,Yes,4
2024-02-28,Cagayan Valley,Garlic,92.87,217.1,31.3,55.54,52.26,No,5
2024-06-21,Zamboanga Peninsula,Garlic,70.97,203.3,29.0,34.32,43.72,Yes,1
2025-05-06,Central Visayas,Coconut,73.81,109.6,30.2,45.71,46.14,Yes,3
2024-10-11,SOCCSKSARGEN,Garlic,38.94,260.5,26.3,49.65,46.95,Yes,8
2024-04-11,Ilocos Region,Sugarcane,77.17,182.1,33.2,39.62,53.95,Yes,5
2023-10-06,Davao Region,Rice,54.56,85.2,27.9,49.02,43.59,Yes,10
2024-09-22,Central Visayas,Pineapple,42.44,156.5,28.7,41.77,52.47,Yes,9
2023-07-16,Cagayan Valley,Tobacco,58.17,137.6,34.5,46.81,40.16,No,5
2024-01-28,SOCCSKSARGEN,Pineapple,70.03,83.1,26.5,57.25,45.25,Yes,2
2025-04-15,Eastern Visayas,Corn,77.41,68.6,34.6,32.85,68.21,No,2
2024-06-28,SOCCSKSARGEN,Mango,62.85,230.2,32.9,47.52,50.28,No,3
2023-12-13,SOCCSKSARGEN,Pineapple,89.19,272.1,28.2,34.61,66.17,No,4
2023-10-31,Ilocos Region,Coffee,63.19,126.1,28.3,38.02,70.24,Yes,4
2024-01-02,Eastern Visayas,Garlic,85.01,90.7,35.3,56.53,43.92,Yes,7
2024-05-23,Davao Region,Banana,87.85,109.4,30.6,46.79,68.65,Yes,1
2024-05-05,Zamboanga Peninsula,Banana,53.56,154.6,27.8,39.05,60.14,No,8
2024-04-21,Zamboanga Peninsula,Mango,67.91,112.5,26.7,30.28,41.34,No,8
2023-10-06,Cagayan Valley,Pineapple,99.68,288.7,27.4,47.49,44.16,No,4
2023-07-30,Bicol Region,Corn,77.64,74.0,34.9,53.63,69.4,No,7
2024-03-07,Bicol Region,Tobacco,77.18,168.6,32.7,43.47,65.34,Yes,9
2024-03-02,Zamboanga Peninsula,Rice,55.19,283.1,34.0,50.29,64.39,No,10
2024-04-30,Central Luzon,Corn,57.26,219.4,30.7,44.72,56.87,Yes,9
2024-09-14,Central Visayas,Rice,56.58,61.4,27.2,53.69,49.6,Yes,3
2025-04-25,Northern Mindanao,Corn,50.8,92.1,33.5,40.3,41.12,No,4
2023-12-12,Zamboanga Peninsula,Rice,57.65,215.2,34.0,54.52,59.09,No,7
2024-01-24,Central Visayas,Tobacco,75.92,184.6,28.7,57.4,44.3,No,8
2024-12-12,CALABARZON,Coffee,68.96,200.2,28.7,43.43,44.88,No,6
2023-11-15,CALABARZON,Coconut,32.65,64.9,34.2,34.09,62.64,Yes,3
2023-07-24,Northern Mindanao,Mango,31.13,118.6,29.7,39.44,72.33,Yes,6
2024-10-20,CALABARZON,Rice,49.76,198.6,28.6,33.05,58.16,Yes,3
2023-10-31,Central Visayas,Tomato,56.61,225.4,27.1,40.03,61.26,Yes,8
2024-03-09,SOCCSKSARGEN,Onion,79.35,215.1,33.1,41.04,66.82,Yes,7
2023-09-16,Bicol Region,Banana,40.12,174.8,34.1,57.43,61.65,No,2
2024-06-25,SOCCSKSARGEN,Coffee,78.78,287.6,27.2,39.36,57.22,Yes,9
2023-12-14,CALABARZON,Coffee,98.56,150.7,35.3,39.97,44.85,No,6
2023-06-26,Cagayan Valley,Coffee,52.41,269.0,28.3,43.91,47.2,Yes,7
2023-05-11,Western Visayas,Mango,39.35,235.6,32.1,42.87,52.42,Yes,7
2023-11-21,Cagayan Valley,Coconut,71.45,151.6,31.2,56.86,41.24,Yes,7
2023-06-22,Central Luzon,Onion,92.36,156.6,28.8,34.02,52.47,No,5
2023-05-23,Zamboanga Peninsula,Garlic,78.55,108.4,27.6,44.94,71.89,No,1
2024-03-16,Ilocos Region,Pineapple,87.47,78.6,26.7,49.58,40.33,No,7
2024-02-20,Northern Mindanao,Mango,30.73,111.3,35.5,47.66,52.08,Yes,8
2023-12-14,Central Luzon,Coconut,32.06,281.3,35.5,55.31,69.78,No,7
2024-09-25,CALABARZON,Sugarcane,91.17,58.2,33.9,35.38,45.53,No,7
2024-02-06,Central Visayas,Coconut,52.4,296.0,32.4,30.12,57.45,No,1
2023-09-16,Northern Mindanao,Mango,56.43,267.3,31.2,33.23,47.55,No,10
2024-10-08,Central Visayas,Tobacco,93.77,295.9,35.7,58.4,65.55,Yes,7
2024-06-14,Eastern Visayas,Garlic,90.64,159.3,33.5,55.52,44.73,No,5
2023-12-09,Bicol Region,Onion,94.11,239.4,33.1,49.54,51.17,No,9
2025-04-11,Zamboanga Peninsula,Pineapple,82.36,161.4,34.6,45.27,50.33,Yes,4
2024-06-10,Zamboanga Peninsula,Coconut,45.93,263.5,35.2,32.41,69.3,No,2
2024-11-10,SOCCSKSARGEN,Coffee,64.49,248.6,30.4,53.22,45.14,Yes,4
2023-07-06,Cagayan Valley,Garlic,63.98,100.3,28.1,32.89,56.98,No,4
2023-09-15,Central Visayas,Tomato,76.23,241.0,30.9,41.69,44.4,Yes,7
2024-03-01,Central Luzon,Garlic,98.74,131.0,31.9,58.64,68.24,Yes,9
2023-05-17,Central Luzon,Rice,98.87,158.0,27.9,51.38,58.07,No,1
2024-12-10,Davao Region,Mango,32.31,106.2,26.3,47.77,49.17,No,5
2024-05-31,SOCCSKSARGEN,Banana,79.72,90.7,26.7,57.67,54.92,No,6
2023-10-15,Central Luzon,Onion,75.12,93.5,33.8,33.51,46.5,Yes,2
2024-02-10,Zamboanga Peninsula,Sugarcane,52.94,181.1,28.1,33.83,48.9,No,9
2025-05-03,Western Visayas,Pineapple,47.96,265.6,29.0,55.91,53.7,No,1
2024-05-14,Ilocos Region,Rice,63.03,61.9,30.2,53.7,46.72,No,6
2023-09-30,Cagayan Valley,Pineapple,83.82,151.7,29.4,31.42,60.81,No,6
2024-10-19,Ilocos Region,Onion,48.4,184.8,28.0,48.54,53.56,No,1
2024-11-04,Central Visayas,Rice,69.56,256.8,29.4,37.22,64.03,No,8
2024-11-23,Eastern Visayas,Corn,64.96,52.6,29.2,52.65,47.18,No,7
2023-11-20,Western Visayas,Onion,57.37,61.0,27.2,41.32,66.02,No,4
